gene	expressed.libs	libs.total	ratio	genome
103690.SAMD00061094.gene:10496566	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496567	4	13	0.3076923076923077	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496568	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496569	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496570	10	13	0.7692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496571	1	13	0.07692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496572	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496573	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496574	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496575	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496576	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496577	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496578	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496579	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496580	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496581	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496582	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496583	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496584	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496585	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496586	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496587	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496588	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496589	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496590	10	13	0.7692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496591	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496592	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496593	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496594	1	13	0.07692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496595	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496596	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496597	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496598	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496599	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496600	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496601	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496602	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496603	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496604	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496605	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496606	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496607	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496608	1	13	0.07692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496609	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496610	9	13	0.6923076923076923	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496611	9	13	0.6923076923076923	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496612	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496613	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496614	11	13	0.8461538461538461	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496615	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496616	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496617	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496618	10	13	0.7692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496619	1	13	0.07692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496620	2	13	0.15384615384615385	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496621	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496622	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496623	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496624	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496625	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496626	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496627	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496628	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496629	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496630	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496631	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496632	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496633	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496634	8	13	0.6153846153846154	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496635	5	13	0.38461538461538464	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496636	7	13	0.5384615384615384	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496637	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496638	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496639	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496640	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496641	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496642	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496643	11	13	0.8461538461538461	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496644	5	13	0.38461538461538464	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496645	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496646	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496647	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496648	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496649	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496650	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496651	11	13	0.8461538461538461	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496652	2	13	0.15384615384615385	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496653	1	13	0.07692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496654	11	13	0.8461538461538461	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496721	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496655	9	13	0.6923076923076923	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496656	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496657	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496658	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496659	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496660	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496661	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496662	11	13	0.8461538461538461	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496663	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496664	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496665	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496666	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496667	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496668	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496669	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496670	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496671	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496672	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496673	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496674	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496675	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496676	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496677	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496678	5	13	0.38461538461538464	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496679	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496680	2	13	0.15384615384615385	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496681	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496682	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496683	3	13	0.23076923076923078	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496684	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496685	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496686	1	13	0.07692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496687	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496688	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496689	3	13	0.23076923076923078	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496690	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496691	8	13	0.6153846153846154	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496692	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496693	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496694	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496695	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496696	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496697	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496698	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496699	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496700	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496701	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496702	10	13	0.7692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496703	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496704	11	13	0.8461538461538461	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496705	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496706	8	13	0.6153846153846154	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496707	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496708	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496709	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496710	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496711	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496712	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496713	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496714	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496715	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496716	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496717	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496718	7	13	0.5384615384615384	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496719	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496720	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496722	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496723	5	13	0.38461538461538464	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496724	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496725	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496726	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496727	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496728	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496729	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496730	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496731	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496732	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496733	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496734	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496735	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496736	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496737	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496738	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496739	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496740	2	13	0.15384615384615385	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496741	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496742	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496743	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496744	1	13	0.07692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496745	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496746	0	13	0	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496747	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496748	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496749	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496750	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496751	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496752	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496753	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496754	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496755	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496756	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496757	9	13	0.6923076923076923	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496758	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496759	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496760	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496761	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496762	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496763	10	13	0.7692307692307693	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496764	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496765	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496766	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496767	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496768	13	13	1	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496769	5	13	0.38461538461538464	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
103690.SAMD00061094.gene:10496770	12	13	0.9230769230769231	Nostoc.sp.PCC.7120.FACHB.418_txid103690_SAMD00061094_Nostocales
