title	instrument	total.spots	total.bases	submitter	SRA	SRP	tax	tax.name	strategy	is.single	is.paired	SRR	tax.search
GSM1937617: 5'-end sequencing after Syn9 infection of WH8102 at 0.5h TAP treated. [WH8102_inf_III_0.5h_race_TAP]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	5801481	295875531	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2933003	84588
GSM1937616: 5'-end sequencing after Syn9 infection of WH8102 at 2h TAP treated. [WH8102_inf_II_2h_race_TAP]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	1926858	98269758	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2933002	84588
GSM1937615: 5'-end sequencing after Syn9 infection of WH8102 at 2h NO TAP. [WH8102_inf_II_2h_race_NOTAP]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	1430587	72959937	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2933001	84588
GSM1937614: 5'-end sequencing after Syn9 infection of WH8102 at 1h TAP treated. [WH8102_inf_II_1h_race_TAP]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	4916970	250765470	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2933000	84588
GSM1937613: 5'-end sequencing after Syn9 infection of WH8102 at 1h NO TAP. [WH8102_inf_II_1h_race_NOTAP]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	7517746	661410346	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932999	84588
GSM1937612: 5'-end sequencing after Syn9 infection of WH8102 at 0.5h TAP treated. [WH8102_inf_II_0.5h_race_TAP]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	1463697	74648547	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932998	84588
GSM1937611: 5'-end sequencing after Syn9 infection of WH8102 at 0.5h NO TAP. [WH8102_inf_II_0.5h_race_NOTAP]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	6661810	466330360	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932997	84588
GSM1937601: Whole transcriptome at 120 min after Syn9 infection of WH8102 [WH8102_inf_2h_III_whole_transcr]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	13873290	1387329000	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932987	84588
GSM1937600: Whole transcriptome at 120 min after Syn9 infection of WH8102 [WH8102_inf_2h_II_whole_transcr]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	11903607	583276743	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932986	84588
GSM1937599: Whole transcriptome at 60 min after Syn9 infection of WH8102 [WH8102_inf_1h_II_whole_transcr]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	14656919	718189031	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932985	84588
GSM1937598: Whole transcriptome at 60 min after Syn9 infection of WH8102 [WH8102_inf_1h_III_whole_transcr]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	25226041	2522604100	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932984	84588
GSM1937597: Whole transcriptome at 30 min after Syn9 infection of WH8102 [WH8102_inf_0.5h_III_whole_transcr]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	21497710	2149771000	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932983	84588
GSM1937596: Whole transcriptome at 30 min after Syn9 infection of WH8102 [WH8102_inf_0.5h_II_whole_transcr]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	14042556	688085244	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932982	84588
GSM1937595: Whole transcriptome at 5 min after Syn9 infection of WH8102 [WH8102_inf_0h_III_whole_transcr]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	21897362	1094868100	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932981	84588
GSM1937594: Whole transcriptome at 5 min after Syn9 infection of WH8102 [WH8102_inf_0h_II_whole_transcr]; Synechococcus sp. WH 8102; RNA-Seq	Illumina HiSeq 2000	22595081	1129754050	GEO	SRA310906	SRP066156	84588	Parasynechococcus marenigrum WH 8102	RNA-Seq	TRUE	FALSE	SRR2932980	84588
dRNAseq Fischerella muscicola PCC 7414 reads, BG11o + 100mM Sucrose, TEX+	Illumina HiSeq 2000	34672021	1768273071	Christian-Albrechts-University Kiel	SRA459180	SRP083933	306281	Fischerella muscicola PCC 7414	RNA-Seq	TRUE	FALSE	SRR4111478	306281
dRNAseq Fischerella muscicola PCC 7414 reads, BG11o + 10mM Sucrose, TEX-	Illumina HiSeq 2000	31894844	1626637044	Christian-Albrechts-University Kiel	SRA459180	SRP083933	306281	Fischerella muscicola PCC 7414	RNA-Seq	TRUE	FALSE	SRR4111477	306281
dRNAseq Fischerella muscicola PCC 7414 reads, BG11o, TEX+	Illumina HiSeq 2000	37002572	1887131172	Christian-Albrechts-University Kiel	SRA459180	SRP083933	306281	Fischerella muscicola PCC 7414	RNA-Seq	TRUE	FALSE	SRR4111476	306281
dRNAseq Fischerella muscicola PCC 7414 reads, BG11o, TEX-	Illumina HiSeq 2000	27274374	1390993074	Christian-Albrechts-University Kiel	SRA459180	SRP083933	306281	Fischerella muscicola PCC 7414	RNA-Seq	TRUE	FALSE	SRR4111475	306281
RNAseq Synechococcus sp.	Illumina HiSeq 2000	21155640	4273439280	Universidad de Cordoba	SRA1408045	SRP371565	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR18858124	32051
RNAseq Synechococcus sp.	Illumina HiSeq 2000	20831109	4207884018	Universidad de Cordoba	SRA1408045	SRP371565	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR18858125	32051
RNAseq Synechococcus sp.	Illumina HiSeq 2000	19108640	3859945280	Universidad de Cordoba	SRA1408045	SRP371565	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR18858126	32051
RNAseq Synechococcus sp.	Illumina HiSeq 2000	18821263	3801895126	Universidad de Cordoba	SRA1408045	SRP371565	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR18858127	32051
RNAseq Synechococcus sp.	Illumina HiSeq 2000	19646960	3968685920	Universidad de Cordoba	SRA1408045	SRP371565	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR18858128	32051
RNAseq Synechococcus sp.	Illumina HiSeq 2000	17671479	3569638758	Universidad de Cordoba	SRA1408045	SRP371565	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR18858129	32051
RNAseq Synechococcus sp.	Illumina HiSeq 2000	23371992	4721142384	Universidad de Cordoba	SRA1408045	SRP371565	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR18858130	32051
RNAseq Synechococcus sp.	Illumina HiSeq 2000	18869569	3811652938	Universidad de Cordoba	SRA1408045	SRP371565	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR18858131	32051
RNAseq Synechococcus sp.	Illumina HiSeq 2000	18067544	3649643888	Universidad de Cordoba	SRA1408045	SRP371565	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR18858132	32051
GSM1937610: 5'-end sequencing after Syn9 infection of WH7803 at 2h TAP treated. [WH7803_inf_III_2h_race_TAP]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	3165615	161446365	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932996	32051
GSM1937609: 5'-end sequencing after Syn9 infection of WH7803 at 2h NO TAP. [WH7803_inf_III_2h_race_NOTAP]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	4837333	246703983	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932995	32051
GSM1937608: 5'-end sequencing after Syn9 infection of WH7803 at 1h TAP treated. [WH7803_inf_III_1h_race_TAP]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	7287781	371676831	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932994	32051
GSM1937607: 5'-end sequencing after Syn9 infection of WH7803 at 1h NO TAP. [WH7803_inf_III_1h_race_NOTAP]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	5878672	299812272	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932993	32051
GSM1937606: 5'-end sequencing after Syn9 infection of WH7803 at 0.5h TAP treated. [WH7803_inf_III_0.5h_race_TAP]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	8495349	433262799	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932992	32051
GSM1937605: 5'-end sequencing after Syn9 infection of WH7803 at 0.5h NO TAP. [WH7803_inf_III_0.5h_race_NOTAP]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	6882724	351018924	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932991	32051
GSM1937604: 5'-end sequencing after Syn9 infection of WH7803 at 2h TAP treated. [WH7803_inf_I_2h_race_TAP]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	1764096	89968896	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932990	32051
GSM1937603: 5'-end sequencing after Syn9 infection of WH7803 at 1h TAP treated. [WH7803_inf_I_1h_race_TAP]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	3432460	175055460	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932989	32051
GSM1937602: 5'-end sequencing after Syn9 infection of WH7803 at 0.5h TAP treated. [WH7803_inf_I_0_5h_race_TAP]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	2536417	129357267	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932988	32051
GSM1937593: Whole transcriptome at 120 min after Syn9 infection of WH7803 [WH7803_inf_2h_III_whole_transcr]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	11909927	1190992700	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932979	32051
GSM1937592: Whole transcriptome at 120 min after Syn9 infection of WH7803 [WH7803_inf_2h_I_whole_transcr]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	13473297	660191553	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932978	32051
GSM1937591: Whole transcriptome at 60 min after Syn9 infection of WH7803 [WH7803_inf_1h_I_whole_transcr]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	26942514	1320183186	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932977	32051
GSM1937590: Whole transcriptome at 60 min after Syn9 infection of WH7803 [WH7803_inf_1h_III_whole_transcr]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	10872247	1087224700	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932976	32051
GSM1937589: Whole transcriptome at 30 min after Syn9 infection of WH7803 [WH7803_inf_0.5h_III_whole_transcr]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	15805517	1580551700	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932975	32051
GSM1937588: Whole transcriptome at 30 min after Syn9 infection of WH7803 [WH7803_inf_0.5h_I_whole_transcr]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	14586185	714723065	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932974	32051
GSM1937587: Whole transcriptome at 5 min after Syn9 infection of WH7803 [WH7803_inf_0h_III_whole_transcr]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	13924181	696209050	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932973	32051
GSM1937586: Whole transcriptome at 5 min after Syn9 infection of WH7803 [WH7803_inf_0h_I_whole_transcr]; Synechococcus sp. WH 7803; RNA-Seq	Illumina HiSeq 2000	28340539	1417026950	GEO	SRA310906	SRP066156	32051	Synechococcus sp. WH 7803	RNA-Seq	TRUE	FALSE	SRR2932972	32051
GSM1937631: Bisulfite sequencing 120 min after Syn9 infection of WH8109 [WH8109_inf_2h_bisulfite]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	64533376	6453337600	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933017	166314
GSM1937630: Bisulfite sequencing 60 min after Syn9 infection of WH8109 [WH8109_inf_1h_bisulfite]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	41251115	4125111500	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933016	166314
GSM1937629: Bisulfite sequencing 30 min after Syn9 infection of WH8109 [WH8109_inf_0.5h_bisulfite]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	60497281	6049728100	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933015	166314
GSM1937628: 5'-end sequencing after Syn9 infection of WH8103 at 2h TAP treated. [WH8109_inf_III_2h_race_TAP]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	8546139	435853089	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933014	166314
GSM1937627: 5'-end sequencing after Syn9 infection of WH8103 at 1h TAP treated. [WH8109_inf_III_1h_race_TAP]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	5760463	293783613	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933013	166314
GSM1937626: 5'-end sequencing after Syn9 infection of WH8103 at 0.5h TAP treated. [WH8109_inf_III_0.5h_race_TAP]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	4521063	230574213	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933012	166314
GSM1937625: 5'-end sequencing after Syn9 infection of WH8103 at 2h TAP treated. [WH8109_inf_II_2h_race_TAP]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	43718443	1792456163	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933011	166314
GSM1937624: 5'-end sequencing after Syn9 infection of WH8103 at 2h NO TAP. [WH8109_inf_II_2h_race_NOTAP]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	10995232	450804512	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933010	166314
GSM1937623: 5'-end sequencing after Syn9 infection of WH8103 at 1h TAP treated. [WH8109_inf_II_1h_race_TAP]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	27861762	1142332242	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933009	166314
GSM1937622: 5'-end sequencing after Syn9 infection of WH8103 at 1h NO TAP. [WH8109_inf_II_1h_race_NOTAP]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	13126945	538204745	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933008	166314
GSM1937621: 5'-end sequencing after Syn9 infection of WH8103 at 0.5h TAP treated. [WH8109_inf_II_0.5h_race_TAP]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	28205478	1156424598	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933007	166314
GSM1937620: 5'-end sequencing after Syn9 infection of WH8103 at 0.5h NO TAP. [WH8109_inf_II_0.5h_race_NOTAP]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	28999429	1188976589	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2933006	166314
GSM1937585: Whole transcriptome at 120 min after Syn9 infection of WH8109 [WH8109_inf_2h_II_whole_transcr]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	42366058	1906472610	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2932971	166314
GSM1937584: Whole transcriptome at 120 min after Syn9 infection of WH8109 [WH8109_inf_2h_III_whole_transcr]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	37929692	3792969200	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2932970	166314
GSM1937583: Whole transcriptome at 60 min after Syn9 infection of WH8109 [WH8109_inf_1h_II_whole_transcr]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	57797114	2600870130	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2932969	166314
GSM1937582: Whole transcriptome at 60 min after Syn9 infection of WH8109 [WH8109_inf_1h_III_whole_transcr]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	5868532	586853200	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2932968	166314
GSM1937581: Whole transcriptome at 30 min after Syn9 infection of WH8109 [WH8109_inf_0.5h_III_whole_transcr]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	19247098	1924709800	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2932967	166314
GSM1937580: Whole transcriptome at 30 min after Syn9 infection of WH8109 [WH8109_inf_0.5h_II_whole_transcr]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	56158341	2527125345	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2932966	166314
GSM1937579: Whole transcriptome at 5 min after Syn9 infection of WH8109 [WH8109_inf_0h_II_whole_transcr]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	19176315	958815750	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2932965	166314
GSM1937578: Whole transcriptome at 5 min after Syn9 infection of WH8109 [WH8109_inf_0h_III_whole_transcr]; Synechococcus sp. WH 8109; RNA-Seq	Illumina HiSeq 2000	54656158	2732807900	GEO	SRA310906	SRP066156	166314	Synechococcus sp. WH 8109	RNA-Seq	TRUE	FALSE	SRR2932964	166314
RNA-Seq of N. punctiforme: BG110 growth medium Rep 3	Illumina MiSeq	12763890	3829167000	University of Potsdam	SRA1643841	SRP437659	63737	Nostoc punctiforme PCC 73102	RNA-Seq	TRUE	FALSE	SRR24734921	63737
RNA-Seq of N. punctiforme: BG110 growth medium Rep 2	Illumina MiSeq	11497413	3449223900	University of Potsdam	SRA1643841	SRP437659	63737	Nostoc punctiforme PCC 73102	RNA-Seq	TRUE	FALSE	SRR24734922	63737
GSM5481683: sigC-deletion CapSeq 6h; Nostoc punctiforme; OTHER	NextSeq 500	7761425	484182096	GEO	SRA1266018	SRP330172	63737	Nostoc punctiforme PCC 73102	OTHER	TRUE	FALSE	SRR15276501	63737
GSM5481682: sigJ-deletion CapSeq 6h; Nostoc punctiforme; OTHER	NextSeq 500	8583731	534222362	GEO	SRA1266018	SRP330172	63737	Nostoc punctiforme PCC 73102	OTHER	TRUE	FALSE	SRR15276500	63737
GSM5481681: WT CapSeq 6h; Nostoc punctiforme; OTHER	NextSeq 500	8369692	522388539	GEO	SRA1266018	SRP330172	63737	Nostoc punctiforme PCC 73102	OTHER	TRUE	FALSE	SRR15276499	63737
GSM5481684: sigF-deletion CapSeq 6h; Nostoc punctiforme; OTHER	NextSeq 500	9084007	565923160	GEO	SRA1266018	SRP330172	63737	Nostoc punctiforme PCC 73102	OTHER	TRUE	FALSE	SRR15276502	63737
GSM4175952: Npun_F1710/11 overexpresser rep3; Nostoc punctiforme PCC 73102; RNA-Seq	Illumina HiSeq 2500	7713945	771394500	GEO	SRA998060	SRP230454	63737	Nostoc punctiforme PCC 73102	RNA-Seq	TRUE	FALSE	SRR10488340	63737
GSM4175951: Npun_F1710/11 overexpresser rep2; Nostoc punctiforme PCC 73102; RNA-Seq	Illumina HiSeq 2500	5499297	549929700	GEO	SRA998060	SRP230454	63737	Nostoc punctiforme PCC 73102	RNA-Seq	TRUE	FALSE	SRR10488339	63737
GSM4175950: Npun_F1710/11 overexpresser rep1; Nostoc punctiforme PCC 73102; RNA-Seq	Illumina HiSeq 2500	7015521	701552100	GEO	SRA998060	SRP230454	63737	Nostoc punctiforme PCC 73102	RNA-Seq	TRUE	FALSE	SRR10488338	63737
GSM4175949: WT rep3; Nostoc punctiforme PCC 73102; RNA-Seq	Illumina HiSeq 2500	6106337	610633700	GEO	SRA998060	SRP230454	63737	Nostoc punctiforme PCC 73102	RNA-Seq	TRUE	FALSE	SRR10488337	63737
GSM4175948: WT rep2; Nostoc punctiforme PCC 73102; RNA-Seq	Illumina HiSeq 2500	6676915	667691500	GEO	SRA998060	SRP230454	63737	Nostoc punctiforme PCC 73102	RNA-Seq	TRUE	FALSE	SRR10488336	63737
GSM4175947: WT rep1; Nostoc punctiforme PCC 73102; RNA-Seq	Illumina HiSeq 2500	5688124	568812400	GEO	SRA998060	SRP230454	63737	Nostoc punctiforme PCC 73102	RNA-Seq	TRUE	FALSE	SRR10488335	63737
dRNAseq Chlorogloeopsis fritschii PCC 6912 reads, BG11 + 100mM Nacl, TEX+	Illumina HiSeq 2000	56010461	2856533511	Christian-Albrechts-University Kiel	SRA459180	SRP083933	211165	Chlorogloeopsis fritschii PCC 6912	RNA-Seq	TRUE	FALSE	SRR4111473	211165
dRNAseq Chlorogloeopsis fritschii PCC 6912 reads, BG11 + 100mM Nacl, TEX-	Illumina HiSeq 2000	28525663	1454808813	Christian-Albrechts-University Kiel	SRA459180	SRP083933	211165	Chlorogloeopsis fritschii PCC 6912	RNA-Seq	TRUE	FALSE	SRR4111471	211165
dRNAseq Chlorogloeopsis fritschii PCC 6912 reads, BG11, TEX+	Illumina HiSeq 2000	41772708	2130408108	Christian-Albrechts-University Kiel	SRA459180	SRP083933	211165	Chlorogloeopsis fritschii PCC 6912	RNA-Seq	TRUE	FALSE	SRR4111468	211165
dRNAseq Chlorogloeopsis fritschii PCC 6912 reads, BG11, TEX-	Illumina HiSeq 2000	25545841	1302837891	Christian-Albrechts-University Kiel	SRA459180	SRP083933	211165	Chlorogloeopsis fritschii PCC 6912	RNA-Seq	TRUE	FALSE	SRR4111279	211165
GSM6585400: T14_plus_P3; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	8381367	627986509	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582751	313624
GSM6585399: T14_plus_P2; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	8705265	652244200	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582752	313624
GSM6585398: T14_plus_P1; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	8651694	648259856	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582753	313624
GSM6585397: T14_minus_P3; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	9620334	720763143	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582754	313624
GSM6585396: T14_minus_P2; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	11029188	826307925	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582758	313624
GSM6585395: T14_minus_P1; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	11625708	871002397	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582755	313624
GSM6585394: T7_plus_P3; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	10016968	750520625	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582756	313624
GSM6585393: T7_plus_P2; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	6798515	509367565	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582757	313624
GSM6585392: T7_plus_P1; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	11082622	830365940	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582759	313624
GSM6585391: T7_minus_P3; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	10709312	802368193	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582760	313624
GSM6585390: T7_minus_P2; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	10099852	756700296	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582761	313624
GSM6585389: T7_minus_P1; Nodularia spumigena CCY9414; RNA-Seq	NextSeq 500	10168189	761814546	Biological Oceanography, Leibniz Institute for Bal	SRA1499002	SRP397527	313624	Nodularia spumigena CCY9414	RNA-Seq	TRUE	FALSE	SRR21582762	313624
